"Density_kg/m, Experimental","Density_kg/m, Prediction on epsilon=0.0001","Density_kg/m, Prediction on epsilon=0.01",Salt Name,Temperature_K,Pressure_kPa
7.1347314763165235,7.127690435412183,7.137826201359978,1-ethyl-3-methylimidazolium ethyl sulfate,335.65,100.0
7.371489295214277,7.3620166678549674,7.370727842363117,1-ethyl-3-methylimidazolium acetate,333.15,101.325
7.150858308035951,7.152694050214227,7.146742711845373,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,35000.0
7.303708626717706,7.3021145237308565,7.29518763978636,1-ethyl-3-methylimidazolium acetate,343.15,101.325
7.0726763210959245,7.0708440927317735,7.080322615493329,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,373.14,60448.0
7.1049654482698426,7.105652966507296,7.114950130788368,1-ethyl-3-methylimidazolium tetrafluoroborate,328.15,101.325
7.085901464365611,7.08480382981432,7.091181780350797,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,393.15,3000.0
7.227880339923286,7.2272235586712705,7.220373850793922,1-ethyl-3-methylimidazolium ethyl sulfate,373.15,20010.0
7.1308988302963465,7.131333133654851,7.129905725684101,1-ethyl-3-methylimidazolium ethyl sulfate,353.13,19599.0
7.120201820748012,7.120991972754649,7.123001440179286,1-ethyl-3-methylimidazolium ethyl sulfate,391.41,20000.0
7.132186001535899,7.132308228978335,7.142028287186397,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,100.0
7.31741159170877,7.318740727801154,7.312725423797218,1-ethyl-3-methylimidazolium methylsulfate,283.15,101.325
7.1994542727918525,7.199453228620583,7.195338138309628,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,298.15,101.325
7.074116816197362,7.06158531971013,7.068744191151841,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,393.15,7500.0
7.1204443723924875,7.12010587000457,7.1266420881851325,1-ethyl-3-methylimidazolium ethyl sulfate,353.15,20000.0
7.312953684861757,7.315423306270762,7.309212940477908,1-ethyl-3-methylimidazolium tetrafluoroborate,308.15,101.3
7.232444077063014,7.233489333306069,7.225994995626869,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.325
7.142345071420595,7.142200671259494,7.137077417473656,1-ethyl-3-methylimidazolium ethyl sulfate,313.15,109873.0
7.1314666690454045,7.13161955481342,7.141488838524938,1-ethyl-3-methylimidazolium tetrafluoroborate,328.4,101.325
7.354298348848148,7.3531432158673145,7.366176256724621,1-ethyl-3-methylimidazolium ethyl sulfate,313.15,129874.0
7.201841799106912,7.203529202573998,7.197730172970913,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,443.15,101.325
7.374629015218945,7.352521262898342,7.354456590879873,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,339.0,101.325
7.154537228861746,7.154624773004076,7.154467862428519,1-ethyl-3-methylimidazolium tetrafluoroborate,293.15,40000.0
7.1631723908466425,7.163458916574919,7.1569472930359925,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,414.92,5000.0
6.998235632110512,6.999576710653598,7.002698867270766,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,353.19,29997.0
7.326268225939559,7.328672398744177,7.323269122035123,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,352.31,10000.0
7.312553498102598,7.3121021526339325,7.3057023872575835,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,333.15,101.0
7.161466831862764,7.154624773004076,7.154467862428519,1-ethyl-3-methylimidazolium tetrafluoroborate,298.15,4000.0
7.298445101508147,7.302214589819877,7.2952926302743055,1-ethyl-3-methylimidazolium ethyl sulfate,333.12,19852.0
6.96659006470303,6.967073222392318,6.975272315795383,1-ethyl-3-methylimidazolium tetrafluoroborate,323.15,8000.0
7.157657599597038,7.15751734132373,7.157369963020351,1-ethyl-3-methylimidazolium tetrafluoroborate,293.15,101.325
7.27931883541462,7.299578200068823,7.297149054048627,1-ethyl-3-methylimidazolium tetrafluoroborate,352.7,110000.0
7.069874128458572,7.069295987157888,7.077461058875473,1-ethyl-3-methylimidazolium ethyl sulfate,323.15,2500.0
7.222054939338188,7.224164665807085,7.2176229422286475,1-ethyl-3-methylimidazolium tetrafluoroborate,323.15,40000.0
7.2909747781429814,7.291307074504406,7.290591346529516,1-ethyl-3-methylimidazolium ethyl sulfate,373.15,101.325
7.124880757970784,7.124714104026297,7.134514053107247,1-ethyl-3-methylimidazolium tetrafluoroborate,308.15,101.0
7.374001859350161,7.373898717335821,7.379920226885167,1-ethyl-3-methylimidazolium ethyl sulfate,313.15,25000.0
7.358830898342354,7.334695932910592,7.336288133756553,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,333.15,101.325
7.295735072749282,7.295434217337488,7.288197227876397,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,20000.0
7.158903026705945,7.161746348489268,7.154606701017793,1-ethyl-3-methylimidazolium ethyl sulfate,308.15,30000.0
7.174111564719166,7.17487893482089,7.183009968833313,1-ethyl-3-methylimidazolium ethyl sulfate,298.16,139020.0
7.1363240869414115,7.136492956660116,7.148458569540129,1-ethyl-3-methylimidazolium tetrafluoroborate,288.15,101.325
7.128976984733648,7.129391732495313,7.130683023626516,1-ethyl-3-methylimidazolium acetate,328.15,101.325
7.154224655599844,7.151758485067492,7.15156768432624,1-ethyl-3-methylimidazolium methanesulfonate,363.15,101.325
7.16649760753621,7.166658228007294,7.157528375534564,1-ethyl-3-methylimidazolium ethyl sulfate,343.15,24990.0
7.09004350188719,7.090838703618819,7.0952065774497,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,20000.0
7.077329262953589,7.076631512486224,7.0851712432632565,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,343.15,30000.0
7.216268861013851,7.216736772764706,7.219717279329596,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,25000.0
7.128544059999669,7.129152883604302,7.138213332737004,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,302.98,101.325
7.154693478862064,7.154305035470112,7.1492105905906325,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.0
7.200723355863156,7.199459967993877,7.195328155032097,1-ethyl-3-methylimidazolium acetate,293.15,101.325
6.968878599956884,6.969683410485776,6.977533421597321,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.15,3000.0
7.111838327557605,7.111926035972828,7.1095254806046455,1-ethyl-3-methylimidazolium methanesulfonate,318.15,101.325
7.082296648457129,7.083686361695779,7.096465440850537,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,303.15,5000.0
7.142906449420623,7.143315335060737,7.142882997303949,1-ethyl-3-methylimidazolium hexafluorophosphate,392.9,160000.0
7.069108529339895,7.06967042199837,7.079810375047522,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,303.0,101.325
7.116337324297433,7.1167441803911915,7.12584277822124,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,298.15,101.325
7.127051438567453,7.126581920862562,7.128081696135372,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,101.325
7.114297792438844,7.115434725497386,7.1179213159772905,1-ethyl-3-methylimidazolium ethyl sulfate,295.65,20000.0
7.224243443275587,7.223628225626666,7.215772696589288,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,299.543,20406.0
7.226703433307917,7.227291690140423,7.2204350769649315,1-ethyl-3-methylimidazolium hexafluorophosphate,312.8,180000.0
7.124397743953987,7.123784820949777,7.125543646635761,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,308.15,101.325
7.113711978873526,7.114036464118159,7.123290913186845,1-ethyl-3-methylimidazolium methanesulfonate,308.15,101.325
7.1284959456800365,7.127205083478308,7.125726925623601,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,353.15,25000.0
7.3277805384216315,7.328771570495387,7.323374573805763,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.17,79912.0
7.163791873598372,7.165188943945624,7.161750451585806,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,393.15,1000.0
6.992739602887134,6.991196104979054,6.995749039200669,1-ethyl-3-methylimidazolium hexafluorophosphate,392.9,130000.0
7.083891076689006,7.082643026550224,7.090527427825239,1-ethyl-3-methylimidazolium ethyl sulfate,323.15,35000.0
7.254177846456518,7.233595810206801,7.229729454068896,1-ethyl-3-methylimidazolium tetrafluoroborate,298.147,39935.0
7.1035687426243905,7.104424807182231,7.107804991525349,1-ethyl-3-methylimidazolium ethyl sulfate,335.65,20000.0
7.24658188475709,7.245913656990747,7.237068754129611,1-ethyl-3-methylimidazolium ethyl sulfate,325.65,30000.0
7.220373836723949,7.221778470126595,7.21769986056871,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,393.15,4000.0
7.3154179706337885,7.314932015141095,7.308693244045806,1-ethyl-3-methylimidazolium methanesulfonate,323.15,101.325
7.11598009734898,7.115673924873166,7.125717725454429,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.15,101.325
7.266827347520591,7.269020581031399,7.267346418057666,1-ethyl-3-methylimidazolium ethyl sulfate,333.13,9972.0
7.106606137727303,7.109913474253397,7.112849422756871,1-ethyl-3-methylimidazolium tetrafluoroborate,432.9,150000.0
7.001973954221119,7.0019777499738565,7.0084858462710224,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,343.14,101.325
7.093155425385689,7.0930010190113455,7.097211740440315,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,353.15,25000.0
6.993382364949574,6.993970356296484,6.998066466811097,1-ethyl-3-methylimidazolium tetrafluoroborate,472.4,160000.0
7.197435354096591,7.197080008713166,7.184637543674542,1-ethyl-3-methylimidazolium methylsulfate,300.15,101.325
7.220520131801381,7.220955784256589,7.213629516744526,1-ethyl-3-methylimidazolium tetrafluoroborate,308.15,101.325
7.3559605407664606,7.356211878619064,7.349255650536103,1-ethyl-3-methylimidazolium ethyl sulfate,328.15,2500.0
7.119878327012882,7.119199503008559,7.12906321439338,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,5000.0
7.322120661877021,7.322054596649896,7.31623930392085,1-ethyl-3-methylimidazolium thiocyanate,353.15,101.325
7.121252453244542,7.120991972754649,7.123001440179286,1-ethyl-3-methylimidazolium ethyl sulfate,323.15,10000.0
7.098375638590786,7.098441543725705,7.107009762265225,1-ethyl-3-methylimidazolium thiocyanate,298.154,10052.0
7.256650035601907,7.2549066634672466,7.246832787045308,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,101.325
7.092407451114374,7.092088619450833,7.101465168296701,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,298.15,101.325
7.151720545988645,7.151758485067492,7.15156768432624,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,271.029,50199.0
7.322576482014326,7.322054596649896,7.31623930392085,1-ethyl-3-methylimidazolium thiocyanate,303.15,101.325
7.154068332322989,7.154364261137465,7.150718743796757,1-ethyl-3-methylimidazolium hexafluorophosphate,412.9,160000.0
7.144486103804862,7.1449756681276435,7.136074323265379,1-ethyl-3-methylimidazolium acetate,303.15,101.0
7.111397917479776,7.111049731538003,7.120962939195441,1-ethyl-3-methylimidazolium ethyl sulfate,330.65,2500.0
7.105457937814394,7.103718400472149,7.112812832257552,1-ethyl-3-methylimidazolium tetrafluoroborate,332.6,180000.0
6.98804411021094,6.982982141593623,6.988814915900366,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,323.15,101.325
7.122221289102659,7.124495340599567,7.122766818255726,1-ethyl-3-methylimidazolium tetrafluoroborate,352.7,50000.0
7.147795277956077,7.14537484653981,7.140216681266984,1-ethyl-3-methylimidazolium hexafluorophosphate,372.8,30000.0
7.288791073167126,7.288734807709267,7.281227312679486,1-ethyl-3-methylimidazolium ethyl sulfate,293.156,96.0
7.0623629972085755,7.062454789494732,7.069655940495265,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,288.15,101.325
7.01920720427628,7.01902826634194,7.013920546678454,1-ethyl-3-methylimidazolium tetrafluoroborate,303.15,20000.0
7.151720545988645,7.151758485067492,7.15156768432624,1-ethyl-3-methylimidazolium methylsulfate,293.15,101.325
7.324292201057351,7.324282194849411,7.329528729318461,1-ethyl-3-methylimidazolium tetrafluoroborate,298.146,20203.0
7.118907217443969,7.118764605303926,7.120968596085905,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.325
7.138470095792665,7.137902749760005,7.138261201967589,1-ethyl-3-methylimidazolium tetrafluoroborate,333.15,5000.0
7.124478262493424,7.123784820949777,7.125543646635761,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,333.15,101.325
7.118631898193366,7.118208704063934,7.120460538015358,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,313.15,101.325
7.253045664054231,7.256966074208283,7.241329022626554,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,293.15,30000.0
7.141482623835992,7.14159753066752,7.1508339808179535,1-ethyl-3-methylimidazolium ethyl sulfate,433.15,2000.0
7.148424357162165,7.148918283950455,7.148669859452645,1-ethyl-3-methylimidazolium ethyl sulfate,330.65,20000.0
7.315949991661167,7.315423306270762,7.309212940477908,1-ethyl-3-methylimidazolium ethyl sulfate,313.14,60122.0
7.328680264952344,7.328672398744177,7.323269122035123,1-ethyl-3-methylimidazolium tetrafluoroborate,304.62,29983.0
7.136586624085958,7.136442068366647,7.131662950312887,1-ethyl-3-methylimidazolium ethyl sulfate,320.65,15000.0
7.142352980341463,7.140552167982388,7.139994826135837,1-ethyl-3-methylimidazolium ethyl sulfate,373.15,40000.0
7.088241819830362,7.088141513378905,7.092705099035184,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,101.325
7.123672785204607,7.125019131168408,7.123797623646805,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,323.15,15000.0
7.1100428484169695,7.109913474253397,7.112849422756871,1-ethyl-3-methylimidazolium tetrafluoroborate,313.15,30000.0
7.084586793032453,7.085450388664644,7.090209509511171,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,25000.0
7.1564106194650705,7.154850978652598,7.148064407133609,1-ethyl-3-methylimidazolium acetate,293.15,101.325
7.133008603159604,7.134014170454898,7.142727367763096,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,353.15,101.0
7.152112226695544,7.150883054278744,7.144509414622249,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,35000.0
7.305188215393037,7.304663123179503,7.3036939182002305,1-ethyl-3-methylimidazolium ethyl sulfate,308.15,101.325
7.1572680853164155,7.157386927568543,7.14818311831349,1-ethyl-3-methylimidazolium ethyl sulfate,433.15,24990.0
7.1474805898880245,7.1458813314042215,7.140528360778,1-ethyl-3-methylimidazolium ethyl sulfate,335.65,10000.0
7.223733220588765,7.214433221095468,7.219397334619113,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,5000.0
7.112082916038706,7.111450457881632,7.120695271767114,1-ethyl-3-methylimidazolium tetrafluoroborate,432.9,180000.0
7.329093736246592,7.328614048505382,7.323268163773526,1-ethyl-3-methylimidazolium ethyl sulfate,285.65,35000.0
7.124156149428954,7.122952892266953,7.132715881249545,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,303.15,101.325
7.326465613840322,7.325398181789683,7.319789197649,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,5000.0
7.316548177182976,7.335403537486202,7.336950837869092,1-ethyl-3-methylimidazolium acetate,343.15,101.325
7.151720545988645,7.151758485067492,7.15156768432624,1-ethyl-3-methylimidazolium ethyl sulfate,288.15,25000.0
7.160146904655332,7.159014224470755,7.15084237946854,1-ethyl-3-methylimidazolium ethyl sulfate,413.15,20010.0
7.13966033596492,7.120539402871176,7.12701853389021,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,293.0,101.325
6.980540948707785,6.98028981165677,6.986536531785888,1-ethyl-3-methylimidazolium ethyl sulfate,333.15,20000.0
7.163791873598372,7.157273879005225,7.148454923665834,1-ethyl-3-methylimidazolium ethyl sulfate,325.65,15000.0
7.1282874235398435,7.128787469975929,7.138790700423951,1-ethyl-3-methylimidazolium ethyl sulfate,323.15,20000.0
7.258412150595307,7.2629092450430415,7.261657008719179,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,293.15,101.325
7.140532279264585,7.14331661562903,7.142884265393227,1-ethyl-3-methylimidazolium hexafluorophosphate,452.5,110000.0
7.144170372489587,7.1406207503164,7.140063621424705,1-ethyl-3-methylimidazolium acetate,308.15,101.0
6.99117688712121,6.991194325416386,6.995722343114493,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,283.2,40033.0
7.152425460840627,7.1529180254403455,7.152742843070855,1-ethyl-3-methylimidazolium thiocyanate,333.15,101.325
7.132401700421093,7.132271803567423,7.127733613710057,1-ethyl-3-methylimidazolium hexafluorophosphate,452.5,160000.0
7.112327444710911,7.1113258274260795,7.120814507714466,1-ethyl-3-methylimidazolium ethyl sulfate,348.15,100.0
7.31165249191814,7.3120892118002745,7.305703596964888,1-ethyl-3-methylimidazolium ethyl sulfate,334.15,101.325
7.090143500220635,7.091750675296783,7.100119206847936,1-ethyl-3-methylimidazolium ethyl sulfate,313.15,5000.0
7.076484882256625,7.0704148272302065,7.076302329686995,1-ethyl-3-methylimidazolium tetrafluoroborate,303.2,101.325
7.1618547144167914,7.151758485067492,7.15156768432624,1-ethyl-3-methylimidazolium tetrafluoroborate,308.15,6000.0
7.317212408359839,7.315423306270762,7.309212940477908,1-ethyl-3-methylimidazolium methylsulfate,360.15,101.325
7.126408765023482,7.126964877371564,7.135837488318638,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.0
7.018312269546781,7.017915192807876,7.017555180077485,1-ethyl-3-methylimidazolium methylsulfate,298.15,101.325
7.108898590016679,7.109907946474862,7.1129126343477385,1-ethyl-3-methylimidazolium thiocyanate,324.821,29717.0
7.096886927704641,7.096252448687639,7.100225655442461,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,264.143,39698.0
7.135050201418823,7.128289643887061,7.138020197501294,1-ethyl-3-methylimidazolium tetrafluoroborate,348.15,101.325
7.312012991815228,7.3121021526339325,7.3057023872575835,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,313.15,1000.0
7.1035687426243905,7.10238174960086,7.111335536636619,1-ethyl-3-methylimidazolium hexafluorophosphate,452.5,190000.0
7.1165564685804705,7.116480218235805,7.126236205046762,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,303.15,15000.0
7.301822342137932,7.301706070128513,7.303024590568456,1-ethyl-3-methylimidazolium hexafluorophosphate,392.9,190000.0
7.12624803208092,7.126579234481814,7.12814085945769,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,373.32,101.325
7.164720378771857,7.1650946536395,7.154268621722822,1-ethyl-3-methylimidazolium methylsulfate,333.15,30000.0
7.229548881062685,7.236550949279766,7.228792353233128,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,271.038,40035.0
7.134572075662643,7.135075284741736,7.134202651013104,1-ethyl-3-methylimidazolium ethyl sulfate,433.15,20010.0
7.023758954738443,7.051388961005807,7.0395744421329765,1-ethyl-3-methylimidazolium ethyl sulfate,293.46,10000.0
7.1180162044653335,7.110160672144854,7.111710050903267,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,100.0
7.169811803794945,7.172077543373069,7.163506872154062,1-ethyl-3-methylimidazolium ethyl sulfate,414.95,101.325
7.130314659701925,7.131184210071674,7.139966489467258,1-ethyl-3-methylimidazolium ethyl sulfate,305.65,35000.0
7.2194223966843785,7.219206271099589,7.2098725345389445,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,323.15,3000.0
6.999331222469347,6.999318045873134,7.0061734856384925,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,35000.0
7.129281523159936,7.129153096114849,7.124792339680679,1-ethyl-3-methylimidazolium thiocyanate,328.15,600.0
7.01427512235981,7.013955431174733,7.014464780883855,1-ethyl-3-methylimidazolium ethyl sulfate,288.15,35000.0
7.112979228993396,7.113129891562882,7.122061969223188,1-ethyl-3-methylimidazolium tetrafluoroborate,338.22,101.325
7.311886164077165,7.312521005102935,7.307427523996536,1-ethyl-3-methylimidazolium ethyl sulfate,303.15,2500.0
7.112082916038706,7.1126439020648915,7.115634245953142,1-ethyl-3-methylimidazolium ethyl sulfate,293.15,49964.0
7.183263550502209,7.183434563817327,7.172574574649822,1-ethyl-3-methylimidazolium ethyl sulfate,373.15,2000.0
7.163559612535895,7.163466198604166,7.1637537721388105,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,298.15,101.325
7.227662498728654,7.235705966307365,7.2311675463949525,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,20000.0
6.998692273974239,6.999578413370304,7.00272448931496,1-ethyl-3-methylimidazolium methylsulfate,313.15,101.325
7.107998610410014,7.104425879377378,7.107788794440417,1-ethyl-3-methylimidazolium tetrafluoroborate,392.9,70000.0
7.0092282479127705,7.006398178934196,7.007743527285602,1-ethyl-3-methylimidazolium ethyl sulfate,298.1,101.325
7.009408932708637,7.0100698723057215,7.015469841680536,1-ethyl-3-methylimidazolium ethyl sulfate,343.15,15000.0
7.211113830818926,7.211048837225612,7.20417311124387,1-ethyl-3-methylimidazolium ethyl sulfate,328.15,15000.0
7.001427754844772,7.001833237013273,7.002050021823642,1-ethyl-3-methylimidazolium hexafluorophosphate,432.6,40000.0
7.12568526324346,7.125618053568076,7.1353621871451915,1-ethyl-3-methylimidazolium ethyl sulfate,313.16,79657.0
